,ID,has_eth_conflict_raw,unusual_insult,historical_reference,call_for_reconciliation,neutral_sentiment,negative_text_without_ethnic_conflict,sarcasm,contrast,migrantophobia,secondary_topic,correct,model_1,model_2,model_3,model
382,791160197,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
383,1744871,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
384,1069736057,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
385,857546843,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
386,971157253,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
387,844139851,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
388,723534977,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
389,841458862,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
390,804680727,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
391,735375735,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
392,3991382,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
393,713438092,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
394,796784971,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
395,566677552,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
396,900367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
397,678451393,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
398,714810014,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
399,885615912,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
400,481139581,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
401,539877142,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
402,376952366,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
403,734031061,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
404,860727700,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
405,821798908,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
406,828437879,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
407,1073193616,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
408,708647118,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
409,773561826,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
410,819463950,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
411,777568039,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
412,1042998252,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
413,443820820,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
414,983939225,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
415,795706121,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
416,935103294,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
417,1024500063,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
418,919834230,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
419,1039272826,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
420,700104998,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
421,863977963,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
422,767684631,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
423,1052785710,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
424,715735416,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
425,3622749,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
426,1980509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
427,484453821,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
428,1057542581,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
429,830305353,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
430,922213368,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
431,866237850,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
432,814516892,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
433,725717600,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
434,392176366,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
435,807196910,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
436,818435261,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
437,831043789,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
438,805831089,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
439,991277239,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
440,1023940829,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
441,876284417,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
442,729192927,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
443,884368486,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
444,841683701,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
445,790318615,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
446,699360807,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
447,769888550,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
448,844804308,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
449,798810567,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
450,865788996,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
451,375233976,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
452,712127706,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1
453,769179952,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
454,616172050,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
455,721600326,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
456,898732986,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
15,1091145689,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
20,899763510,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
32,1009038812,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
54,962184413,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
68,3712642,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
75,724426071,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
85,753061788,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
88,727518909,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
93,603348079,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
105,361620055,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
110,712082460,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
177,975195943,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
182,1067967165,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
204,3586945,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
216,1101208196,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
223,930752883,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
225,767865892,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
233,811609442,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
252,845089905,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
259,782768905,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
265,640075263,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
271,759385726,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
277,1052084562,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
289,755628020,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
292,899269168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
349,978001245,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
355,1032726506,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
358,623712370,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
359,498023778,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
365,807206342,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
377,1011641885,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
387,757252780,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
388,433770573,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
389,844787079,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
404,912286692,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
424,1066740631,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
449,883942676,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
468,760113718,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
470,1061067290,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
481,795224,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
487,795982160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
502,716382488,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
503,908732970,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
506,652669636,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
514,1032198935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
515,520255453,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
548,982550116,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
565,470555829,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
568,765571039,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
582,928855947,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
602,761602452,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
603,610246642,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
609,775324101,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
616,665721531,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
638,799508197,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
653,1024603592,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
655,4421858,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
700,380825055,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
703,586295893,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
704,908153863,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
726,464310649,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
743,990693978,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
756,848253577,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
810,631660638,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
827,708840895,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
835,738926047,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
837,749646192,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
841,909787611,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
850,737376625,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
855,369453595,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
865,916052058,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
872,578261210,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
874,1046993165,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
877,668132413,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
879,765533760,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
894,522156012,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
904,733546476,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
906,1243282,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
914,781234300,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
917,761934814,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
935,765034257,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
950,881712076,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
970,823623870,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
984,390267347,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
985,918215696,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1009,386275495,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1014,332500086,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1018,225000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1019,713026,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1023,815788574,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1044,996348855,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1083,909797967,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1087,1031772826,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1103,847252428,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1116,863651231,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1118,481141278,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1157,709147248,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1194,809349318,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1197,623765928,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1201,797350079,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1227,935092559,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1232,997911094,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1255,392000727,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1257,1102364914,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1263,761014947,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1266,922963596,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1271,1077102453,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1272,473507412,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1346,949525433,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1358,848825124,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1405,772281970,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1415,804016858,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1426,736129355,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1449,745884766,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1454,707852745,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1455,842559340,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1472,899760275,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1479,866439151,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1481,737469819,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1504,345085338,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1511,1063261985,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1536,991128243,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1556,1017704037,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1572,916183664,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1590,986930,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1598,531129254,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1603,1008977665,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1638,887748475,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1653,812270450,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1671,983277077,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1675,392667898,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1688,416407329,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,723655047,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
1,836240436,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
2,700392,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
3,978041908,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
4,869226189,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
5,845301395,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
6,870697936,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2
7,884643131,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
8,955029964,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
9,945583957,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
10,730443002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
11,698696463,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
12,1063014428,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
13,699033937,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2
14,343129304,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
15,881539938,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
16,627599208,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
17,834780453,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
18,592598627,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2
19,3651706,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
20,836200490,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
21,751297441,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
22,375698243,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
23,856975015,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
24,747198580,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
25,713455192,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
26,447315824,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
27,3357894,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
28,1072418240,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
29,731979815,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
30,776810790,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
31,347745,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
32,1005710797,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
33,809680181,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
34,875315859,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
35,802217951,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
36,1432627,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
37,4108700,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
38,723012980,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
39,885099747,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2
40,874302366,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
41,910339597,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
42,767614094,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
43,870363171,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
44,891295621,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
45,971569168,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
46,697962876,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
47,1010637170,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
48,765160389,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
49,1585926,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
50,1034675572,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
51,766643334,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
52,887750409,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
53,428669450,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
54,822395003,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
55,710841214,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
56,709854694,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
57,969272139,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
58,781877893,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
59,1012434555,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
60,859645299,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
61,927172975,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
62,793421766,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
63,328218962,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
64,389804315,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2
65,865781239,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
66,951058890,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2
67,634107128,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
68,841120818,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
69,857682600,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
70,890218335,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
71,677505281,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2
72,710860952,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
73,435327635,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2
74,942043579,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
75,1013639648,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
76,409081803,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
77,864867906,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2
78,2086919,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
79,893760058,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
80,799438239,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
81,1047587593,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
82,1015016592,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2
83,813699781,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
84,1517909,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
85,732049185,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
86,690842804,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2
87,931264970,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
88,882998349,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
89,928119853,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2
90,498668646,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
91,1001397826,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
92,782635024,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
93,901469749,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
94,1030101305,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
95,722440404,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
96,852046027,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
97,1006183872,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
98,609081,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
99,1537209,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
100,789464711,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
101,872280190,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
102,387120948,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
103,466003778,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
104,921682666,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
105,854833280,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
106,921949401,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
107,851688239,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
108,731734470,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
109,979798304,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
110,706597789,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
111,1015831079,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
112,1011418622,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2
113,1773414,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
114,501850657,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
115,516305151,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
116,444434264,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
117,642496496,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
118,1287751,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
119,829691851,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
120,1061536902,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
121,985602108,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
122,1028475452,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
123,884767564,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
124,802446107,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
125,937318756,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
126,705723539,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2
127,938073135,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
128,723953778,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
129,850562142,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
130,834697914,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
131,827965246,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
132,754660756,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
133,940485586,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
134,1001854546,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
135,777550946,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
136,860565302,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2
137,820512840,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
138,988983,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
139,866164991,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
140,1066081982,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
141,728613681,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
142,332023939,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
143,585561123,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
144,867149319,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
145,775588146,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
146,595865252,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
147,913834637,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
148,889396691,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
149,889913519,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
150,868997937,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
151,371606672,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
152,916434978,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
153,795258658,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
154,381898226,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
155,911356305,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
156,5167290,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2
157,765660864,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
158,789654989,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2
159,866817254,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
160,818474438,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
161,992177053,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
162,740250804,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
163,890082153,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2
164,775514651,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
165,981915027,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2
166,843050268,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
167,732416319,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
168,853409421,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
169,840827243,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2
170,824943777,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
171,927182545,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2
172,869687670,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2
173,407302820,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2
174,380613452,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
175,1074400223,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
